set_id,name,year,theme,subtheme,themeGroup,category,pieces,age,price,imageURL,Age_Range,Price_Range
44014-1,JET ROCKA,2013,HERO Factory,Brain Attack,Constraction,Normal,290,8,$34.99,https://images.brickset.com/sets/images/44014-1.jpg,5 to 9,$$
60015-1,Coast Guard Plane,2013,City,Coast Guard,Modern day,Normal,279,5,$44.99,https://images.brickset.com/sets/images/60015-1.jpg,5 to 9,$$
60021-1,Cargo Heliplane,2013,City,Cargo,Modern day,Normal,393,5,$44.99,https://images.brickset.com/sets/images/60021-1.jpg,5 to 9,$$
70003-1,Eris' Eagle Interceptor,2013,Legends of Chima,The Power of the CHI,Action/Adventure,Normal,348,8,$34.99,https://images.brickset.com/sets/images/70003-1.jpg,5 to 9,$$
44029-1,"QUEEN Beast vs. FURNO, EVO & STORMER",2014,HERO Factory,Invasion From Below,Constraction,Normal,218,8,$34.99,https://images.brickset.com/sets/images/44029-1.jpg,5 to 9,$$
60044-1,Mobile Police Unit,2014,City,Police,Modern day,Normal,375,5,$44.99,https://images.brickset.com/sets/images/60044-1.jpg,5 to 9,$$
60045-1,Police Patrol,2014,City,Police,Modern day,Normal,408,5,$44.99,https://images.brickset.com/sets/images/60045-1.jpg,5 to 9,$$
60049-1,Helicopter Transporter,2014,City,Police,Modern day,Normal,382,5,$44.99,https://images.brickset.com/sets/images/60049-1.jpg,5 to 9,$$
70726-1,Destructoid,2014,Ninjago,Rebooted,Action/Adventure,Normal,253,8,$34.99,https://images.brickset.com/sets/images/70726-1.jpg,5 to 9,$$
76016-1,Spider-Helicopter Rescue,2014,Marvel Super Heroes,Ultimate Spider-Man,Licensed,Normal,299,7,$44.99,https://images.brickset.com/sets/images/76016-1.jpg,5 to 9,$$
79120-1,T-Rawket Sky Strike,2014,Teenage Mutant Ninja Turtles,TV Series,Licensed,Normal,286,6,$34.99,https://images.brickset.com/sets/images/79120-1.jpg,5 to 9,$$
60071-1,Hovercraft Arrest,2015,City,Swamp Police,Modern day,Normal,331,5,$44.99,https://images.brickset.com/sets/images/60071-1.jpg,5 to 9,$$
75112-1,General Grievous,2015,Star Wars,Buildable Figures,Licensed,Normal,186,9,$34.99,https://images.brickset.com/sets/images/75112-1.jpg,5 to 9,$$
31053-1,Treehouse Adventures,2016,Creator,3 in 1,Model making,Normal,387,7,$34.99,https://images.brickset.com/sets/images/31053-1.jpg,5 to 9,$$
31064-1,Island Adventures,2017,Creator,3 in 1,Model making,Normal,359,7,$34.99,https://images.brickset.com/sets/images/31064-1.jpg,5 to 9,$$
71264-1,The LEGO Batman Movie: Play the Complete Movie,2017,Dimensions,Story Pack,Miscellaneous,Normal,156,7,$44.99,https://images.brickset.com/sets/images/71264-1.jpg,5 to 9,$$
75530-1,Chewbacca,2017,Star Wars,Buildable Figures,Licensed,Normal,179,8,$34.99,https://images.brickset.com/sets/images/75530-1.jpg,5 to 9,$$
31079-1,Sunshine Surfer Van,2018,Creator,3 in 1,Model making,Normal,379,8,$34.99,https://images.brickset.com/sets/images/31079-1.jpg,5 to 9,$$
31080-1,Modular Winter Vacation,2018,Creator,3 in 1,Model making,Normal,374,7,$34.99,https://images.brickset.com/sets/images/31080-1.jpg,5 to 9,$$
41336-1,Emma's Art Café,2018,Friends,Heartlake City,Modern day,Normal,378,6,$32.99,https://images.brickset.com/sets/images/41336-1.jpg,5 to 9,$$
41338-1,Stephanie's Sports Arena,2018,Friends,Sports,Modern day,Normal,460,6,$44.99,https://images.brickset.com/sets/images/41338-1.jpg,5 to 9,$$
76124-1,War Machine Buster,2019,Marvel Super Heroes,Avengers: Endgame,Licensed,Normal,362,7,$34.99,https://images.brickset.com/sets/images/76124-1.jpg,5 to 9,$$
75300-1,Imperial TIE Fighter,2021,Star Wars,Episode IV,Licensed,Normal,432,8,$44.99,https://images.brickset.com/sets/images/75300-1.jpg,5 to 9,$$
76194-1,Tony Stark's Sakaarian Iron Man,2021,Marvel Super Heroes,What If...?,Licensed,Normal,369,8,$34.99,https://images.brickset.com/sets/images/76194-1.jpg,5 to 9,$$
80019-1,Red Son's Inferno Jet,2021,Monkie Kid,Season 2,Action/Adventure,Normal,299,7,$34.99,https://images.brickset.com/sets/images/80019-1.jpg,5 to 9,$$
21181-1,The Rabbit Ranch,2022,Minecraft,Minifig-scale,Licensed,Normal,340,8,$34.99,https://images.brickset.com/sets/images/21181-1.jpg,5 to 9,$$
21185-1,The Nether Bastion,2022,Minecraft,Minifig-scale,Licensed,Normal,300,8,$34.99,https://images.brickset.com/sets/images/21185-1.jpg,5 to 9,$$
21189-1,The Skeleton Dungeon,2022,Minecraft,Minifig-scale,Licensed,Normal,364,8,$34.99,https://images.brickset.com/sets/images/21189-1.jpg,5 to 9,$$
21190-1,The Abandoned Village,2022,Minecraft,Minifig-scale,Licensed,Normal,422,8,$44.99,https://images.brickset.com/sets/images/21190-1.jpg,5 to 9,$$
31130-1,Sunken Treasure Mission,2022,Creator,3 in 1,Model making,Normal,522,8,$34.99,https://images.brickset.com/sets/images/31130-1.jpg,5 to 9,$$
31131-1,Downtown Noodle Shop,2022,Creator,3 in 1,Model making,Normal,569,8,$44.99,https://images.brickset.com/sets/images/31131-1.jpg,5 to 9,$$
40574-1,LEGO Brand Store,2022,Promotional,LEGO brand stores,Miscellaneous,Normal,541,9,$36.99,https://images.brickset.com/sets/images/40574-1.jpg,5 to 9,$$
41960-1,Big Box,2022,Dots,Accessories,Art and crafts,Normal,479,7,$34.99,https://images.brickset.com/sets/images/41960-1.jpg,5 to 9,$$
42136-1,John Deere 9620R 4WD Tractor,2022,Technic,Licensed,Technical,Normal,390,8,$34.99,https://images.brickset.com/sets/images/42136-1.jpg,5 to 9,$$
43208-1,Jasmine and Mulan's Adventure,2022,Disney,Disney Princess,Licensed,Normal,176,5,$44.99,https://images.brickset.com/sets/images/43208-1.jpg,5 to 9,$$
60340-1,The Blade Stunt Challenge,2022,City,Stuntz,Modern day,Normal,154,5,$34.99,https://images.brickset.com/sets/images/60340-1.jpg,5 to 9,$$
60341-1,The Knockdown Stunt Challenge,2022,City,Stuntz,Modern day,Normal,117,5,$34.99,https://images.brickset.com/sets/images/60341-1.jpg,5 to 9,$$
60342-1,The Shark Attack Stunt Challenge,2022,City,Stuntz,Modern day,Normal,122,5,$34.99,https://images.brickset.com/sets/images/60342-1.jpg,5 to 9,$$
60345-1,Farmers Market Van,2022,City,Farm,Modern day,Normal,310,5,$44.99,https://images.brickset.com/sets/images/60345-1.jpg,5 to 9,$$
60352-1,City Advent Calendar,2022,City,Seasonal,Modern day,Normal,287,5,$34.99,https://images.brickset.com/sets/images/60352-1.jpg,5 to 9,$$
71412-1,Big Bad Island,2022,Super Mario,Expansion Set,Licensed,Normal,354,7,$44.99,https://images.brickset.com/sets/images/71412-1.jpg,5 to 9,$$
71769-1,Cole's Dragon Cruiser,2022,Ninjago,Crystalized,Action/Adventure,Normal,384,8,$44.99,https://images.brickset.com/sets/images/71769-1.jpg,5 to 9,$$
71770-1, Zane's Golden Dragon Jet,2022,Ninjago,Crystalized,Action/Adventure,Normal,258,7,$34.99,https://images.brickset.com/sets/images/71770-1.jpg,5 to 9,$$
75324-1,Dark Trooper Attack,2022,Star Wars,The Mandalorian,Licensed,Normal,166,8,$34.99,https://images.brickset.com/sets/images/75324-1.jpg,5 to 9,$$
75340-1,Star Wars Advent Calendar,2022,Star Wars,Seasonal,Licensed,Normal,329,6,$44.99,https://images.brickset.com/sets/images/75340-1.jpg,5 to 9,$$
75571-1,Neytiri & Thanator vs. AMP Suit Quaritch,2022,Avatar,Original Film,Licensed,Normal,560,9,$44.99,https://images.brickset.com/sets/images/75571-1.jpg,5 to 9,$$
76213-1,King Namor's Throne Room,2022,Marvel Super Heroes,Black Panther: Wakanda Forever,Licensed,Normal,355,7,$34.99,https://images.brickset.com/sets/images/76213-1.jpg,5 to 9,$$
76404-1,Harry Potter Advent Calendar,2022,Harry Potter,Seasonal,Licensed,Normal,334,7,$44.99,https://images.brickset.com/sets/images/76404-1.jpg,5 to 9,$$
76831-1,Zurg Battle,2022,Disney,Lightyear,Licensed,Normal,261,7,$34.99,https://images.brickset.com/sets/images/76831-1.jpg,5 to 9,$$
76946-1,Blue & Beta Velociraptor Capture,2022,Jurassic World,Dominion,Licensed,Normal,181,6,$34.99,https://images.brickset.com/sets/images/76946-1.jpg,5 to 9,$$
76947-1,Quetzalcoatlus Plane Ambush,2022,Jurassic World,Dominion,Licensed,Normal,306,7,$44.99,https://images.brickset.com/sets/images/76947-1.jpg,5 to 9,$$
7707-1,Striking Venom,2006,Exo-Force,Original,Action/Adventure,Normal,646,8,$49.99,https://images.brickset.com/sets/images/7707-1.jpg,5 to 9,$$
7892-1,Hospital,2006,City,Medical,Modern day,Normal,382,5,$49.99,https://images.brickset.com/sets/images/7892-1.jpg,5 to 9,$$
4956-1,House,2007,Creator,3 in 1,Model making,Normal,731,7,$49.99,https://images.brickset.com/sets/images/4956-1.jpg,5 to 9,$$
7093-1,Skeleton Tower,2007,Castle,Fantasy Era,Historical,Normal,398,7,$49.99,https://images.brickset.com/sets/images/7093-1.jpg,5 to 9,$$
8143-1,Ferrari F430 Challenge 1:17,2007,Racers,Ferrari,Racing,Normal,690,9,$49.99,https://images.brickset.com/sets/images/8143-1.jpg,5 to 9,$$
4993-1,Cool Convertible,2008,Creator,3 in 1,Model making,Normal,648,8,$49.99,https://images.brickset.com/sets/images/4993-1.jpg,5 to 9,$$
4998-1,Stegosaurus,2008,Creator,3 in 1,Model making,Normal,731,7,$49.99,https://images.brickset.com/sets/images/4998-1.jpg,5 to 9,$$
8156-1,Ferrari FXX 1:17,2008,Racers,Ferrari,Racing,Normal,626,9,$49.99,https://images.brickset.com/sets/images/8156-1.jpg,5 to 9,$$
8496-1,Desert Hammer,2008,Racers,Power Racers,Racing,Normal,510,8,$49.99,https://images.brickset.com/sets/images/8496-1.jpg,5 to 9,$$
5973-1,Hyperspeed Pursuit,2009,Space,Space Police 3,Action/Adventure,Normal,456,7,$49.99,https://images.brickset.com/sets/images/5973-1.jpg,5 to 9,$$
5980-1,Squidman's Pitstop,2009,Space,Space Police 3,Action/Adventure,Normal,389,7,$49.99,https://images.brickset.com/sets/images/5980-1.jpg,5 to 9,$$
8878-1,Rechargeable Battery Box,2009,Power Functions,Accessories,Technical,Normal,1,7,$49.99,https://images.brickset.com/sets/images/8878-1.jpg,5 to 9,$$
8998-1,Toa Mata Nui,2009,Bionicle,Warriors,Constraction,Normal,366,8,$49.99,https://images.brickset.com/sets/images/8998-1.jpg,5 to 9,$$
7160-1,Drop Ship,2010,HERO Factory,Rise of the Rookies,Constraction,Normal,390,9,$49.99,https://images.brickset.com/sets/images/7160-1.jpg,5 to 9,$$
7207-1,Fire Boat,2010,City,Fire,Modern day,Normal,306,5,$49.99,https://images.brickset.com/sets/images/7207-1.jpg,5 to 9,$$
7937-1,Train Station,2010,City,Trains,Modern day,Normal,361,5,$49.99,https://images.brickset.com/sets/images/7937-1.jpg,5 to 9,$$
7947-1,Prison Tower Rescue,2010,Castle,Kingdoms,Historical,Normal,365,6,$49.99,https://images.brickset.com/sets/images/7947-1.jpg,5 to 9,$$
2504-1,Spinjitzu Dojo,2011,Ninjago,Pilot Season,Action/Adventure,Normal,373,7,$49.99,https://images.brickset.com/sets/images/2504-1.jpg,5 to 9,$$
2520-1,Ninjago Battle Arena,2011,Ninjago,Pilot Season,Action/Adventure,Normal,463,7,$49.99,https://images.brickset.com/sets/images/2520-1.jpg,5 to 9,$$
3661-1,Bank & Money Transfer,2011,City,Police,Modern day,Normal,405,5,$49.99,https://images.brickset.com/sets/images/3661-1.jpg,5 to 9,$$
4644-1,Marina,2011,City,Beach,Modern day,Normal,294,5,$49.99,https://images.brickset.com/sets/images/4644-1.jpg,5 to 9,$$
3189-1,Heartlake Stables,2012,Friends,Horseback Riding,Modern day,Normal,401,6,$49.99,https://images.brickset.com/sets/images/3189-1.jpg,5 to 9,$$
4430-1,Fire Transporter,2012,City,Forest Fire,Modern day,Normal,522,5,$49.99,https://images.brickset.com/sets/images/4430-1.jpg,5 to 9,$$
4439-1,Heavy-Lift Helicopter,2012,City,Forest Police,Modern day,Normal,393,6,$49.99,https://images.brickset.com/sets/images/4439-1.jpg,5 to 9,$$
7346-1,Seaside House,2012,Creator,3 in 1,Model making,Normal,415,7,$49.99,https://images.brickset.com/sets/images/7346-1.jpg,5 to 9,$$
9445-1,Fangpyre Truck Ambush,2012,Ninjago,Rise of the Snakes,Action/Adventure,Normal,452,8,$49.99,https://images.brickset.com/sets/images/9445-1.jpg,5 to 9,$$
9457-1,Fangpyre Wrecking Ball,2012,Ninjago,Rise of the Snakes,Action/Adventure,Normal,415,8,$49.99,https://images.brickset.com/sets/images/9457-1.jpg,5 to 9,$$
41005-1,Heartlake High,2013,Friends,Heartlake City,Modern day,Normal,487,6,$49.99,https://images.brickset.com/sets/images/41005-1.jpg,5 to 9,$$
60009-1,Helicopter Arrest,2013,City,Police,Modern day,Normal,352,5,$49.99,https://images.brickset.com/sets/images/60009-1.jpg,5 to 9,$$
70008-1,Gorzan's Gorilla Striker,2013,Legends of Chima,The Power of the CHI,Action/Adventure,Normal,505,8,$49.99,https://images.brickset.com/sets/images/70008-1.jpg,5 to 9,$$
60035-1,Arctic Outpost,2014,City,Arctic,Modern day,Normal,374,5,$49.99,https://images.brickset.com/sets/images/60035-1.jpg,5 to 9,$$
60064-1,Arctic Supply Plane,2014,City,Arctic,Modern day,Normal,374,6,$49.99,https://images.brickset.com/sets/images/60064-1.jpg,5 to 9,$$
70144-1,Laval's Fire Lion,2014,Legends of Chima,Fire vs. Ice,Action/Adventure,Normal,450,8,$49.99,https://images.brickset.com/sets/images/70144-1.jpg,5 to 9,$$
31038-1,Changing Seasons,2015,Creator,3 in 1,Model making,Normal,536,8,$49.99,https://images.brickset.com/sets/images/31038-1.jpg,5 to 9,$$
60075-1,Excavator and Truck,2015,City,Construction,Modern day,Normal,311,5,$49.99,https://images.brickset.com/sets/images/60075-1.jpg,5 to 9,$$
60079-1,Training Jet Transporter,2015,City,Space,Modern day,Normal,448,5,$49.99,https://images.brickset.com/sets/images/60079-1.jpg,5 to 9,$$
60093-1,Deep Sea Helicopter,2015,City,Deep Sea Explorers,Modern day,Normal,388,7,$49.99,https://images.brickset.com/sets/images/60093-1.jpg,5 to 9,$$
70223-1,Icebite's Claw Driller,2015,Legends of Chima,Fire vs. Ice,Action/Adventure,Normal,629,8,$49.99,https://images.brickset.com/sets/images/70223-1.jpg,5 to 9,$$
70735-1,Ronin R.E.X.,2015,Ninjago,Possession,Action/Adventure,Normal,547,8,$49.99,https://images.brickset.com/sets/images/70735-1.jpg,5 to 9,$$
41135-1,Livi's Pop Star House,2016,Friends,Pop Star,Modern day,Normal,597,7,$49.99,https://images.brickset.com/sets/images/41135-1.jpg,5 to 9,$$
60102-1,Airport VIP Service,2016,City,Airport,Modern day,Normal,364,5,$49.99,https://images.brickset.com/sets/images/60102-1.jpg,5 to 9,$$
60112-1,Fire Engine,2016,City,Fire,Modern day,Normal,376,5,$49.99,https://images.brickset.com/sets/images/60112-1.jpg,5 to 9,$$
60123-1,Volcano Supply Helicopter,2016,City,Volcano Explorers,Modern day,Normal,330,7,$49.99,https://images.brickset.com/sets/images/60123-1.jpg,5 to 9,$$
60129-1,Police Patrol Boat,2016,City,Prison Island,Modern day,Normal,200,5,$49.99,https://images.brickset.com/sets/images/60129-1.jpg,5 to 9,$$
70321-1,General Magmar's Siege Machine of Doom,2016,Nexo Knights,Season 2,Action/Adventure,Normal,516,8,$49.99,https://images.brickset.com/sets/images/70321-1.jpg,5 to 9,$$
70593-1,The Green NRG Dragon,2016,Ninjago,Skybound,Action/Adventure,Normal,567,8,$49.99,https://images.brickset.com/sets/images/70593-1.jpg,5 to 9,$$
70604-1,Tiger Widow Island,2016,Ninjago,Skybound,Action/Adventure,Normal,450,8,$49.99,https://images.brickset.com/sets/images/70604-1.jpg,5 to 9,$$
71242-1,New Ghostbusters: Play the Complete Movie,2016,Dimensions,Story Pack,Miscellaneous,Normal,259,7,$49.99,https://images.brickset.com/sets/images/71242-1.jpg,5 to 9,$$
71253-1,Fantastic Beasts and Where to Find Them: Play the Complete Movie,2016,Dimensions,Story Pack,Miscellaneous,Normal,261,7,$49.99,https://images.brickset.com/sets/images/71253-1.jpg,5 to 9,$$
10745-1,Florida 500 Final Race,2017,Juniors,Cars 3,Junior,Normal,266,5,$49.99,https://images.brickset.com/sets/images/10745-1.jpg,5 to 9,$$
21308-1,Adventure Time,2017,Ideas,Licensed,Miscellaneous,Normal,495,9,$49.99,https://images.brickset.com/sets/images/21308-1.jpg,5 to 9,$$
31065-1,Park Street Townhouse,2017,Creator,3 in 1,Model making,Normal,566,8,$49.99,https://images.brickset.com/sets/images/31065-1.jpg,5 to 9,$$
41313-1,Heartlake Summer Pool,2017,Friends,Summer,Modern day,Normal,589,6,$49.99,https://images.brickset.com/sets/images/41313-1.jpg,5 to 9,$$
60139-1,Mobile Command Center,2017,City,Police,Modern day,Normal,374,6,$49.99,https://images.brickset.com/sets/images/60139-1.jpg,5 to 9,$$
60154-1,Bus Station,2017,City,Town,Modern day,Normal,337,5,$49.99,https://images.brickset.com/sets/images/60154-1.jpg,5 to 9,$$
70351-1,Clay's Falcon Fighter Blaster,2017,Nexo Knights,Season 3,Action/Adventure,Normal,523,8,$49.99,https://images.brickset.com/sets/images/70351-1.jpg,5 to 9,$$
70625-1,Samurai VXL,2017,Ninjago,The Hands of Time,Action/Adventure,Normal,428,7,$49.99,https://images.brickset.com/sets/images/70625-1.jpg,5 to 9,$$
41346-1,Friendship Box,2018,Friends,Miscellaneous,Modern day,Normal,563,6,$49.99,https://images.brickset.com/sets/images/41346-1.jpg,5 to 9,$$
60175-1,Mountain River Heist,2018,City,Mountain Police,Modern day,Normal,387,5,$49.99,https://images.brickset.com/sets/images/60175-1.jpg,5 to 9,$$
60186-1,Mining Heavy Driller,2018,City,Mining,Modern day,Normal,294,5,$49.99,https://images.brickset.com/sets/images/60186-1.jpg,5 to 9,$$
70642-1,Killow vs. Samurai X,2018,Ninjago,Sons of Garmadon,Action/Adventure,Normal,556,9,$49.99,https://images.brickset.com/sets/images/70642-1.jpg,5 to 9,$$
70658-1,Oni Titan,2018,Ninjago,Hunted,Action/Adventure,Normal,522,8,$49.99,https://images.brickset.com/sets/images/70658-1.jpg,5 to 9,$$
72005-1,Aaron's X-bow,2018,Nexo Knights,Season 5,Action/Adventure,Normal,569,8,$49.99,https://images.brickset.com/sets/images/72005-1.jpg,5 to 9,$$
31095-1,Fairground Carousel,2019,Creator,3 in 1,Model making,Normal,595,8,$49.99,https://images.brickset.com/sets/images/31095-1.jpg,5 to 9,$$
41374-1,Andrea's Pool Party,2019,Friends,Summer,Modern day,Normal,468,6,$49.99,https://images.brickset.com/sets/images/41374-1.jpg,5 to 9,$$
42093-1,Chevrolet Corvette ZR1,2019,Technic,Licensed,Technical,Normal,579,9,$49.99,https://images.brickset.com/sets/images/42093-1.jpg,5 to 9,$$
70669-1,Cole's Earth Driller,2019,Ninjago,The Final Battle,Action/Adventure,Normal,587,8,$49.99,https://images.brickset.com/sets/images/70669-1.jpg,5 to 9,$$
70675-1,Katana 4X4,2019,Ninjago,Secrets of the Forbidden Spinjitzu,Action/Adventure,Normal,450,8,$49.99,https://images.brickset.com/sets/images/70675-1.jpg,5 to 9,$$
80103-1,Dragon Boat Race,2019,Seasonal,Chinese Traditional Festivals,Miscellaneous,Normal,643,8,$49.99,https://images.brickset.com/sets/images/80103-1.jpg,5 to 9,$$
31104-1,Monster Burger Truck,2020,Creator,3 in 1,Model making,Normal,499,8,$49.99,https://images.brickset.com/sets/images/31104-1.jpg,5 to 9,$$
41394-1,Heartlake City Hospital,2020,Friends,Heartlake City,Modern day,Normal,379,6,$49.99,https://images.brickset.com/sets/images/41394-1.jpg,5 to 9,$$
41428-1,Beach House,2020,Friends,Beach,Modern day,Normal,444,6,$49.99,https://images.brickset.com/sets/images/41428-1.jpg,5 to 9,$$
60244-1,Police Helicopter Transport,2020,City,Police,Modern day,Normal,317,5,$49.99,https://images.brickset.com/sets/images/60244-1.jpg,5 to 9,$$
60257-1,Service Station,2020,City,Town,Modern day,Normal,354,5,$49.99,https://images.brickset.com/sets/images/60257-1.jpg,5 to 9,$$
71699-1,Thunder Raider,2020,Ninjago,Rebooted,Action/Adventure,Normal,576,8,$49.99,https://images.brickset.com/sets/images/71699-1.jpg,5 to 9,$$
71711-1,Jay's Cyber Dragon,2020,Ninjago,Prime Empire,Action/Adventure,Normal,518,8,$49.99,https://images.brickset.com/sets/images/71711-1.jpg,5 to 9,$$
71719-1,Zane's Mino Creature,2020,Ninjago,Master of the Mountain,Action/Adventure,Normal,616,8,$49.99,https://images.brickset.com/sets/images/71719-1.jpg,5 to 9,$$
80007-1,Iron Bull Tank,2020,Monkie Kid,A Hero is Born,Action/Adventure,Normal,430,7,$49.99,https://images.brickset.com/sets/images/80007-1.jpg,5 to 9,$$
31118-1,Surfer Beach House,2021,Creator,3 in 1,Model making,Normal,564,8,$49.99,https://images.brickset.com/sets/images/31118-1.jpg,5 to 9,$$
41448-1,Heartlake City Movie Theatre,2021,Friends,Heartlake City,Modern day,Normal,451,7,$49.99,https://images.brickset.com/sets/images/41448-1.jpg,5 to 9,$$
41681-1,Forest Camper Van and Sailboat,2021,Friends,Forest,Modern day,Normal,487,7,$49.99,https://images.brickset.com/sets/images/41681-1.jpg,5 to 9,$$
42122-1,Jeep Wrangler,2021,Technic,Licensed,Technical,Normal,665,9,$49.99,https://images.brickset.com/sets/images/42122-1.jpg,5 to 9,$$
60308-1,Seaside Police and Fire Mission,2021,City,Police,Modern day,Normal,297,5,$49.99,https://images.brickset.com/sets/images/60308-1.jpg,5 to 9,$$
71737-1,X-1 Ninja Charger,2021,Ninjago,Rebooted,Action/Adventure,Normal,599,8,$49.99,https://images.brickset.com/sets/images/71737-1.jpg,5 to 9,$$
71747-1,The Keepers' Village,2021,Ninjago,The Island,Action/Adventure,Normal,632,8,$49.99,https://images.brickset.com/sets/images/71747-1.jpg,5 to 9,$$
71753-1,Fire Dragon Attack,2021,Ninjago,Pilot Season,Action/Adventure,Normal,563,8,$49.99,https://images.brickset.com/sets/images/71753-1.jpg,5 to 9,$$
80020-1,White Dragon Horse Jet,2021,Monkie Kid,Season 2,Action/Adventure,Normal,565,7,$49.99,https://images.brickset.com/sets/images/80020-1.jpg,5 to 9,$$
11021-1,90 Years of Play,2022,Classic,90 Years of Play,Basic,Normal,1100,5,$49.99,https://images.brickset.com/sets/images/11021-1.jpg,5 to 9,$$
31129-1,Majestic Tiger,2022,Creator,3 in 1,Model making,Normal,755,9,$49.99,https://images.brickset.com/sets/images/31129-1.jpg,5 to 9,$$
41717-1,Mia's Wildlife Rescue,2022,Friends,General,Modern day,Normal,430,7,$49.99,https://images.brickset.com/sets/images/41717-1.jpg,5 to 9,$$
41720-1,Water Park,2022,Friends,Summer,Modern day,Normal,373,6,$49.99,https://images.brickset.com/sets/images/41720-1.jpg,5 to 9,$$
60315-1,Police Mobile Command Truck,2022,City,Police,Modern day,Normal,436,6,$49.99,https://images.brickset.com/sets/images/60315-1.jpg,5 to 9,$$
71776-1,Jay and Nya's Race Car EVO,2022,Ninjago,Core,Action/Adventure,Normal,536,7,$49.99,https://images.brickset.com/sets/images/71776-1.jpg,5 to 9,$$
80031-1,Mei's Dragon Car,2022,Monkie Kid,Season 3,Action/Adventure,Normal,456,7,$49.99,https://images.brickset.com/sets/images/80031-1.jpg,5 to 9,$$
6209-1,Slave I,2006,Star Wars,Episode V,Licensed,Normal,537,8,$49.99,https://images.brickset.com/sets/images/6209-1.jpg,5 to 9,$$
7198-1,Fighter Plane Attack,2009,Indiana Jones,Last Crusade,Licensed,Normal,384,7,$49.99,https://images.brickset.com/sets/images/7198-1.jpg,5 to 9,$$
7683-1,Fight on the Flying Wing,2009,Indiana Jones,Raiders of the Lost Ark,Licensed,Normal,376,8,$49.99,https://images.brickset.com/sets/images/7683-1.jpg,5 to 9,$$
8018-1,Armored Assault Tank (AAT),2009,Star Wars,The Clone Wars,Licensed,Normal,407,8,$49.99,https://images.brickset.com/sets/images/8018-1.jpg,5 to 9,$$
7572-1,Quest Against Time,2010,Prince of Persia,The Sands of Time,Licensed,Normal,506,7,$49.99,https://images.brickset.com/sets/images/7572-1.jpg,5 to 9,$$
7594-1,Woody's Roundup!,2010,Toy Story,Toy Story 2,Licensed,Normal,502,6,$49.99,https://images.brickset.com/sets/images/7594-1.jpg,5 to 9,$$
7596-1,Trash Compactor Escape,2010,Toy Story,Toy Story 3,Licensed,Normal,370,7,$49.99,https://images.brickset.com/sets/images/7596-1.jpg,5 to 9,$$
7599-1,Garbage Truck Getaway,2010,Toy Story,Toy Story 3,Licensed,Normal,402,7,$49.99,https://images.brickset.com/sets/images/7599-1.jpg,5 to 9,$$
8087-1,TIE Defender,2010,Star Wars,Legends,Licensed,Normal,304,8,$49.99,https://images.brickset.com/sets/images/8087-1.jpg,5 to 9,$$
8095-1,General Grievous' Starfighter,2010,Star Wars,The Clone Wars,Licensed,Normal,454,8,$49.99,https://images.brickset.com/sets/images/8095-1.jpg,5 to 9,$$
8128-1,Cad Bane's Speeder,2010,Star Wars,The Clone Wars,Licensed,Normal,318,7,$49.99,https://images.brickset.com/sets/images/8128-1.jpg,5 to 9,$$
4193-1,The London Escape,2011,Pirates of the Caribbean,On Stranger Tides,Licensed,Normal,462,7,$49.99,https://images.brickset.com/sets/images/4193-1.jpg,5 to 9,$$
4867-1,Hogwarts,2011,Harry Potter,Deathly Hallows,Licensed,Normal,466,7,$49.99,https://images.brickset.com/sets/images/4867-1.jpg,5 to 9,$$
7877-1,Naboo Starfighter,2011,Star Wars,Episode I,Licensed,Normal,318,7,$49.99,https://images.brickset.com/sets/images/7877-1.jpg,5 to 9,$$
7930-1,Bounty Hunter Assault Gunship,2011,Star Wars,The Clone Wars,Licensed,Normal,389,8,$49.99,https://images.brickset.com/sets/images/7930-1.jpg,5 to 9,$$
8638-1,Spy Jet Escape,2011,Cars,Cars 2,Licensed,Normal,339,7,$49.99,https://images.brickset.com/sets/images/8638-1.jpg,5 to 9,$$
6864-1,Batmobile and the Two-Face Chase,2012,DC Comics Super Heroes,Batman,Licensed,Normal,531,7,$49.99,https://images.brickset.com/sets/images/6864-1.jpg,5 to 9,$$
6868-1,Hulk's Helicarrier Breakout,2012,Marvel Super Heroes,The Avengers,Licensed,Normal,389,7,$49.99,https://images.brickset.com/sets/images/6868-1.jpg,5 to 9,$$
9486-1,Oil Rig Escape,2012,Cars,Cars 2,Licensed,Normal,422,6,$49.99,https://images.brickset.com/sets/images/9486-1.jpg,5 to 9,$$
9495-1,Gold Leader's Y-wing Starfighter,2012,Star Wars,Episode IV,Licensed,Normal,458,8,$49.99,https://images.brickset.com/sets/images/9495-1.jpg,5 to 9,$$
9509-1,Star Wars Advent Calendar,2012,Star Wars,Seasonal,Licensed,Normal,234,6,$49.99,https://images.brickset.com/sets/images/9509-1.jpg,5 to 9,$$
9525-1,Pre Vizsla's Mandalorian Fighter,2012,Star Wars,The Clone Wars,Licensed,Normal,403,8,$49.99,https://images.brickset.com/sets/images/9525-1.jpg,5 to 9,$$
79002-1,Attack of the Wargs,2012,The Hobbit,An Unexpected Journey,Licensed,Normal,400,8,$49.99,https://images.brickset.com/sets/images/79002-1.jpg,5 to 9,$$
75004-1,Z-95 Headhunter,2013,Star Wars,The Clone Wars,Licensed,Normal,373,8,$49.99,https://images.brickset.com/sets/images/75004-1.jpg,5 to 9,$$
